patent_1_id,patent_2_id,patent_1_date,patent_2_date,patent_1_inventor,patent_2_inventor,is_same
11477598,10397722,2022-10-18,2019-08-27,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
11477598,10466063,2022-10-18,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
11477598,10402984,2022-10-18,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
11477598,11477558,2022-10-18,2022-10-18,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
11477598,D863356,2022-10-18,2019-10-15,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
11477598,D857546,2022-10-18,2019-08-27,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
11477598,D865536,2022-10-18,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
11477598,D858514,2022-10-18,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10448186,10397722,2019-10-15,2019-08-27,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
10448186,10466063,2019-10-15,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
10448186,10402984,2019-10-15,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
10448186,11477558,2019-10-15,2022-10-18,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10448186,D863356,2019-10-15,2019-10-15,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10448186,D857546,2019-10-15,2019-08-27,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10448186,D865536,2019-10-15,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10448186,D858514,2019-10-15,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10397722,10466063,2019-08-27,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
10397722,10402984,2019-08-27,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
10397722,11477558,2019-08-27,2022-10-18,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10397722,D863356,2019-08-27,2019-10-15,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10397722,D857546,2019-08-27,2019-08-27,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10397722,D865536,2019-08-27,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10397722,D858514,2019-08-27,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10466063,10402984,2019-11-05,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
10466063,11477558,2019-11-05,2022-10-18,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10466063,D863356,2019-11-05,2019-10-15,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10466063,D857546,2019-11-05,2019-08-27,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10466063,D865536,2019-11-05,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10466063,D858514,2019-11-05,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10402984,11477558,2019-09-03,2022-10-18,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10402984,D863356,2019-09-03,2019-10-15,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10402984,D857546,2019-09-03,2019-08-27,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10402984,D865536,2019-09-03,2019-11-05,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
10402984,D858514,2019-09-03,2019-09-03,fl:ar_ln:lehtiniemi-2,fl:be_ln:shaffer-3,0
11477558,D863356,2022-10-18,2019-10-15,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
11477558,D857546,2022-10-18,2019-08-27,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
11477558,D865536,2022-10-18,2019-11-05,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
11477558,D858514,2022-10-18,2019-09-03,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
D863356,D857546,2019-10-15,2019-08-27,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
D863356,D865536,2019-10-15,2019-11-05,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
D863356,D858514,2019-10-15,2019-09-03,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
D857546,D865536,2019-08-27,2019-11-05,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
D857546,D858514,2019-08-27,2019-09-03,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
D865536,D858514,2019-11-05,2019-09-03,fl:be_ln:shaffer-3,fl:be_ln:shaffer-3,1
